9 1691845107 6.000000 -1 6.000000 6.000000 6.000000
9 1691845107 6.000000 -1 6.000000 6.000000 6.000000
9 1691845107 1.200000 -1 1.200000 1.200000 1.200000
9 1691845112 15.600000 -1 15.600000 15.600000 15.600000
9 1691845112 15.600000 -1 15.600000 15.600000 15.600000
9 1691845117 8.400000 -1 8.400000 8.400000 8.400000
9 1691845117 8.400000 -1 8.400000 8.400000 8.400000
9 1691845087 0.200000 -1 0.200000 0.200000 0.200000
9 1691845102 0.200000 -1 0.200000 0.200000 0.200000
9 1691845117 0.200000 -1 0.200000 0.200000 0.200000
9 1691845122 14.000000 -1 14.000000 14.000000 14.000000
9 1691845122 10.000000 -1 10.000000 10.000000 10.000000
9 1691845122 24.000000 -1 24.000000 24.000000 24.000000
9 1691845122 0.400000 -1 0.400000 0.400000 0.400000
9 1691845127 15.000000 -1 15.000000 15.000000 15.000000
9 1691845127 13.000000 -1 13.000000 13.000000 13.000000
9 1691845127 28.000000 -1 28.000000 28.000000 28.000000
9 1691845132 14.400000 -1 14.400000 14.400000 14.400000
9 1691845132 11.800000 -1 11.800000 11.800000 11.800000
9 1691845132 26.200000 -1 26.200000 26.200000 26.200000
9 1691845137 14.000000 -1 14.000000 14.000000 14.000000
9 1691845137 12.200000 -1 12.200000 12.200000 12.200000
9 1691845137 26.200000 -1 26.200000 26.200000 26.200000
9 1691845147 5.500000 -1 5.500000 5.500000 5.500000
9 1691845142 15.800000 -1 15.800000 15.800000 15.800000
9 1691845147 7.500000 -1 7.500000 7.500000 7.500000
9 1691845142 13.000000 -1 13.000000 13.000000 13.000000
9 1691845147 5.500000 -1 5.500000 5.500000 5.500000
9 1691845142 28.800000 -1 28.800000 28.800000 28.800000
9 1691845147 13.000000 -1 13.000000 13.000000 13.000000
