10 1691845107 0.426272 30 0.426272 0.426272 0.426272
12 1691845107 0.426540 30 0.426540 0.426540 0.426540
14 1691845107 0.000208 6 0.000208 0.000208 0.000208
10 1691845112 0.382562 78 0.382562 0.382562 0.382562
12 1691845112 0.382863 78 0.382863 0.382863 0.382863
10 1691845117 0.721513 42 0.721513 0.721513 0.721513
12 1691845117 0.721776 42 0.721776 0.721776 0.721776
14 1691845087 0.001803 1 0.001803 0.001803 0.001803
14 1691845102 0.000923 1 0.000923 0.000923 0.000923
14 1691845117 0.000850 1 0.000850 0.000850 0.000850
10 1691845122 0.391532 70 0.391532 0.391532 0.391532
22 1691845122 0.387245 50 0.387245 0.387245 0.387245
12 1691845122 0.390070 120 0.390070 0.390070 0.390070
14 1691845122 0.002060 2 0.002060 0.002060 0.002060
10 1691845127 0.425014 75 0.425014 0.425014 0.425014
22 1691845127 0.377073 65 0.377073 0.377073 0.377073
12 1691845127 0.403137 140 0.403137 0.403137 0.403137
10 1691845132 0.417705 72 0.417705 0.417705 0.417705
22 1691845132 0.413798 59 0.413798 0.413798 0.413798
12 1691845132 0.416257 131 0.416257 0.416257 0.416257
10 1691845137 0.414196 70 0.414196 0.414196 0.414196
22 1691845137 0.407189 61 0.407189 0.407189 0.407189
12 1691845137 0.411216 131 0.411216 0.411216 0.411216
24 1691845147 0.000025 11 0.000025 0.000025 0.000025
10 1691845142 0.385606 79 0.385606 0.385606 0.385606
10 1691845147 0.421369 15 0.421369 0.421369 0.421369
22 1691845142 0.382634 65 0.382634 0.382634 0.382634
22 1691845147 0.386428 11 0.386428 0.386428 0.386428
12 1691845142 0.384591 144 0.384591 0.384591 0.384591
12 1691845147 0.406882 26 0.406882 0.406882 0.406882
