8 1691845107 30.000000 -1 30.000000 30.000000 30.000000
11 1691845107 30.000000 -1 30.000000 30.000000 30.000000
13 1691845107 6.000000 -1 6.000000 6.000000 6.000000
8 1691845112 78.000000 -1 78.000000 78.000000 78.000000
11 1691845112 78.000000 -1 78.000000 78.000000 78.000000
8 1691845117 42.000000 -1 42.000000 42.000000 42.000000
11 1691845117 42.000000 -1 42.000000 42.000000 42.000000
13 1691845087 1.000000 -1 1.000000 1.000000 1.000000
13 1691845102 1.000000 -1 1.000000 1.000000 1.000000
13 1691845117 1.000000 -1 1.000000 1.000000 1.000000
8 1691845122 70.000000 -1 70.000000 70.000000 70.000000
21 1691845122 50.000000 -1 50.000000 50.000000 50.000000
11 1691845122 120.000000 -1 120.000000 120.000000 120.000000
13 1691845122 2.000000 -1 2.000000 2.000000 2.000000
8 1691845127 75.000000 -1 75.000000 75.000000 75.000000
21 1691845127 65.000000 -1 65.000000 65.000000 65.000000
11 1691845127 140.000000 -1 140.000000 140.000000 140.000000
8 1691845132 72.000000 -1 72.000000 72.000000 72.000000
21 1691845132 59.000000 -1 59.000000 59.000000 59.000000
11 1691845132 131.000000 -1 131.000000 131.000000 131.000000
8 1691845137 70.000000 -1 70.000000 70.000000 70.000000
21 1691845137 61.000000 -1 61.000000 61.000000 61.000000
11 1691845137 131.000000 -1 131.000000 131.000000 131.000000
23 1691845147 11.000000 -1 11.000000 11.000000 11.000000
8 1691845142 79.000000 -1 79.000000 79.000000 79.000000
8 1691845147 15.000000 -1 15.000000 15.000000 15.000000
21 1691845142 65.000000 -1 65.000000 65.000000 65.000000
21 1691845147 11.000000 -1 11.000000 11.000000 11.000000
11 1691845142 144.000000 -1 144.000000 144.000000 144.000000
11 1691845147 26.000000 -1 26.000000 26.000000 26.000000
