15 1691845107 6.000000 30 6.000000 6.000000 6.000000
16 1691845107 4.800000 24 4.800000 4.800000 4.800000
15 1691845112 15.600000 78 15.600000 15.600000 15.600000
16 1691845112 15.600000 78 15.600000 15.600000 15.600000
15 1691845117 8.400000 42 8.400000 8.400000 8.400000
16 1691845117 8.400000 42 8.400000 8.400000 8.400000
15 1691845122 24.000000 120 24.000000 24.000000 24.000000
16 1691845122 23.000000 115 23.000000 23.000000 23.000000
15 1691845127 28.000000 140 28.000000 28.000000 28.000000
16 1691845127 28.000000 140 28.000000 28.000000 28.000000
15 1691845132 26.200000 131 26.200000 26.200000 26.200000
16 1691845132 26.200000 131 26.200000 26.200000 26.200000
15 1691845137 26.200000 131 26.200000 26.200000 26.200000
16 1691845137 26.200000 131 26.200000 26.200000 26.200000
15 1691845142 28.800000 144 28.800000 28.800000 28.800000
15 1691845147 13.000000 26 13.000000 13.000000 13.000000
16 1691845142 28.800000 144 28.800000 28.800000 28.800000
16 1691845147 18.500000 26 18.500000 18.500000 18.500000
